label,bbox_width_norm,bbox_height_norm,bbox_area_norm,split
paulaner,0.044921875,0.059895833333333336,0.0026906331380208335,train
paulaner,0.029296875,0.048177083333333336,0.00141143798828125,train
paulaner,0.04296875,0.0546875,0.002349853515625,train
apple,0.041,0.07357357357357357,0.0030165165165165165,train
porsche,0.88,0.868,0.76384,train
optus_yes,0.10142857142857142,0.08928571428571429,0.009056122448979591,train
bmw,0.1865234375,0.19010416666666666,0.03545888264973958,test
chevrolet,0.04555555555555556,0.044226044226044224,0.002014742014742015,train
chevrolet_text,0.13111111111111112,0.07125307125307126,0.009342069342069343,train
3m,0.21805555555555556,0.3763888888888889,0.08207368827160494,train
aldi,0.1484375,0.3203125,0.04754638671875,test
milka,0.26953125,0.2013888888888889,0.054280598958333336,train
visa,0.21712158808933002,0.065,0.014112903225806451,train
bmw,0.0966796875,0.14847161572052403,0.014354189410480351,test
cvspharmacy,0.04722222222222222,0.05104408352668213,0.0024104150554266563,train
cvspharmacy,0.2722222222222222,0.08120649651972157,0.02210621294147976,train
ups,0.05859375,0.10982658959537572,0.006435151734104047,test
adidas1,0.03,0.01996007984031936,0.0005988023952095808,train
bionade,0.924,0.34,0.31416000000000005,train
kia,0.048484848484848485,0.05,0.0024242424242424242,test
kia,0.04242424242424243,0.03823529411764706,0.0016221033868092695,test
kia,0.031818181818181815,0.05588235294117647,0.0017780748663101603,test
kia,0.00909090909090909,0.011764705882352941,0.000106951871657754,test
kia,0.007575757575757576,0.014705882352941176,0.00011140819964349377,test
milka,0.0419921875,0.053385416666666664,0.0022417704264322915,test
wellsfargo,0.255,0.30239099859353025,0.07710970464135021,train
volkswagen,0.25,0.31238095238095237,0.07809523809523809,train
volkswagen_text,0.07,0.02095238095238095,0.0014666666666666667,train
volkswagen_text,0.18285714285714286,0.045714285714285714,0.008359183673469387,train
cocacola,0.2236328125,0.24233576642335766,0.05419422901459854,test
budweiser_text,0.12574850299401197,0.55,0.06916167664670658,train
rolex,0.042727272727272725,0.04892601431980907,0.0020904751573009328,train
rolex_text,0.06181818181818182,0.07517899761336516,0.004647428943371665,train
chimay,0.5634765625,0.40234375,0.22671127319335938,train
chimay,0.0859375,0.15364583333333334,0.013203938802083334,train
caterpillar,0.02375,0.03007518796992481,0.0007142857142857143,train
caterpillar,0.02625,0.02819548872180451,0.0007401315789473683,train
puma,0.06222222222222222,0.03833333333333333,0.002385185185185185,train
puma_text,0.5288888888888889,0.145,0.07668888888888888,train
nissan,0.06266666666666666,0.05688888888888889,0.003565037037037037,train
volkswagen,0.02,0.025777777777777778,0.0005155555555555556,train
aldi,0.85546875,0.6746143057503506,0.5771114568723703,test
cocacola,0.2733333333333333,0.07333333333333333,0.020044444444444445,train
pepsi,0.056640625,0.2826510721247563,0.016009533382066277,train
hm,0.5322265625,0.4363103953147877,0.23221598188140558,train
erdinger,0.26171875,0.2802734375,0.07335281372070312,train
barbie,0.38555555555555554,0.12333333333333334,0.04755185185185185,train
cocacola,0.20672097759674135,0.04374158815612382,0.00904230386526796,train
mcdonalds,0.059063136456211814,0.0908479138627187,0.005365762733235932,train
mcdonalds,0.109979633401222,0.05720053835800808,0.006290894238966265,train
mcdonalds,0.17413441955193482,0.09286675639300135,0.016171298720166222,train
mcdonalds_text,0.12118126272912423,0.014804845222072678,0.0017940698385200088,train
mcdonalds_text,0.06008146639511202,0.0423956931359354,0.002547195412444184,train
mcdonalds_text,0.1894093686354379,0.019515477792732168,0.003696414327340309,train
mcdonalds_text,0.32382892057026474,0.03297442799461642,0.010678073423918555,train
corona,0.4530791788856305,0.19921875,0.0902618676686217,train
base,0.07875,0.0812720848056537,0.006400176678445229,train
redbull,0.07833333333333334,0.0667779632721202,0.005230940456316082,train
redbull_text,0.09833333333333333,0.09849749582637729,0.009685587089593767,train
nike,0.04833333333333333,0.05,0.002416666666666667,test
nike,0.051666666666666666,0.0475,0.0024541666666666666,test
nike,0.04833333333333333,0.03,0.00145,test
hm,0.7721774193548387,0.8700906344410876,0.6718643407075334,train
texaco,0.052222222222222225,0.09438775510204081,0.004929138321995465,train
cocacola,0.031132075471698113,0.03824362606232295,0.001190603452883639,train
bmw,0.06640625,0.10480349344978165,0.006959606986899563,train
aldi,0.033003300330033,0.08131067961165049,0.002683520779262392,train
aldi,0.00825082508250825,0.023058252427184466,0.00019024960748502032,train
aldi,0.007150715071507151,0.02063106796116505,0.00014752688861119123,train
guinness,0.076171875,0.054455445544554455,0.004147973391089109,train
benrus,0.10923076923076923,0.09692307692307692,0.01058698224852071,train
benrus,0.3292307692307692,0.05384615384615385,0.017727810650887573,train
uniqlo,0.049166666666666664,0.11777777777777777,0.00579074074074074,train
kraft,0.09090909090909091,0.08069164265129683,0.0073356038773906215,train
kraft,0.12430426716141002,0.09221902017291066,0.011463217720936947,train
kraft,0.20593692022263452,0.1239193083573487,0.025519560719231366,train
hyundai,0.09791666666666667,0.08333333333333333,0.008159722222222221,train
hyundai_text,0.17916666666666667,0.09666666666666666,0.017319444444444443,train
adidas,0.55078125,0.5247395833333334,0.2890167236328125,train
homedepot,0.2613333333333333,0.196,0.05122133333333333,train
aldi,0.998046875,0.9965277777777778,0.9945814344618056,train
colgate,0.2132701421800948,0.05462962962962963,0.011650868878357031,train
colgate,0.14928909952606634,0.03148148148148148,0.004699842022116903,train
colgate,0.2156398104265403,0.05555555555555555,0.011979989468141126,train
erdinger,0.1318359375,0.13541666666666666,0.017852783203125,train
erdinger,0.134765625,0.15104166666666666,0.020355224609375,train
erdinger,0.1416015625,0.15625,0.022125244140625,train
erdinger,0.140625,0.17057291666666666,0.02398681640625,train
erdinger,0.15234375,0.18489583333333334,0.028167724609375,train
ups,0.1630859375,0.2240117130307467,0.03653316023060029,train
paulaner,0.31476997578692495,0.2666015625,0.08391816737288135,train
bbva,0.456,0.26,0.11856000000000001,train
chimay,0.5126953125,0.7789165446559297,0.3993468612737921,train
hm,0.09,0.1045531197301855,0.009409780775716694,train
hm,0.07,0.10286677908937605,0.007200674536256325,train
fedex,0.1075,0.046674445740956826,0.005017502917152859,train
fedex,0.07333333333333333,0.044340723453908985,0.003251653053286659,train
fedex,0.056666666666666664,0.03267211201866978,0.001851419681057954,train
nike,0.04,0.04781281790437437,0.0019125127161749747,train
pepsi,0.0146484375,0.029947916666666668,0.000438690185546875,test
ferrari,0.37866666666666665,0.304,0.11511466666666666,train
canon,0.09,0.04887218045112782,0.004398496240601503,train
aldi,0.071875,0.2,0.014374999999999999,test
aldi,0.09791666666666667,0.24444444444444444,0.023935185185185184,test
fedex,0.08125,0.08,0.006500000000000001,test
fedex,0.41,0.14666666666666667,0.06013333333333333,test
fedex,0.1175,0.5183333333333333,0.06090416666666666,test
bosch,0.033846153846153845,0.046038543897216275,0.0015582276395980893,train
bosch_text,0.09307692307692307,0.033190578158458245,0.003089276890133421,train
yonex_text,0.14666666666666667,0.61,0.08946666666666667,train
costco,0.305,0.24,0.0732,train
armitron,0.046262254901960786,0.2638888888888889,0.012208095043572986,train
armitron,0.009497549019607842,0.07352941176470588,0.0006983491926182237,train
ferrari,0.08203125,0.28125,0.0230712890625,train
nbc,0.98,0.8746666666666667,0.8571733333333333,train
luxottica,0.098,0.6654804270462633,0.0652170818505338,train
suzuki,0.0322265625,0.0390625,0.00125885009765625,train
pepsi,0.078125,0.15226939970717424,0.011896046852122987,test
pepsi,0.056640625,0.1478770131771596,0.008375846449487556,test
pepsi,0.0439453125,0.15226939970717424,0.0066915263543191805,test
bem,0.1395596590909091,0.04632952691680261,0.006465732982352069,train
google,0.1984126984126984,0.13111888111888112,0.026015651015651016,test
google,0.10317460317460317,0.12762237762237763,0.013167388167388168,test
starbucks,0.482,0.6786786786786787,0.32712312312312314,train
hyundai,0.16964285714285715,0.2,0.03392857142857143,train
hyundai,0.033928571428571426,0.06086956521739131,0.0020652173913043477,train
hyundai_text,0.20535714285714285,0.08260869565217391,0.016964285714285713,train
vodafone,0.0578125,0.09113300492610837,0.005268626847290641,train
tsingtao,0.025390625,0.03125,0.00079345703125,test
hsbc,0.18888888888888888,0.15185185185185185,0.02868312757201646,train
hsbc_text,0.35185185185185186,0.2111111111111111,0.0742798353909465,train
jurlique,0.15,0.05,0.0075,train
jurlique,0.16,0.04666666666666667,0.0074666666666666675,train
chanel,0.1322314049586777,0.15668202764976957,0.020718284647903415,train
chanel,0.15702479338842976,0.16820276497695852,0.02641200441786952,train
google,0.4677734375,0.2265625,0.10597991943359375,train
milka,0.208984375,0.16015625,0.03347015380859375,train
cocacola,0.0322265625,0.13323572474377746,0.004293729410688141,train
lg,0.023809523809523808,0.046511627906976744,0.0011074197120708748,train
singha,0.4826388888888889,0.3603515625,0.173919677734375,test
google,0.123046875,0.07759882869692533,0.009548293374816984,train
ferrari,0.4,0.354,0.1416,train
esso_text,0.06935483870967742,0.0725,0.005028225806451612,train
esso_text,0.01532258064516129,0.03,0.0004596774193548387,train
esso_text,0.01129032258064516,0.0275,0.0003104838709677419,train
homedepot,0.15671641791044777,0.11926605504587157,0.018690948925099277,train
homedepot_text,0.46417910447761196,0.15825688073394495,0.0734595371765028,train
kia,0.12375,0.11069418386491557,0.013698405253283303,train
puma,0.26875,0.3770833333333333,0.10134114583333333,train
corona,0.2922201138519924,0.23046875,0.06734760436432638,train
verizon,0.17586206896551723,0.09651474530831099,0.016973282795599516,train
verizon_text,0.16034482758620688,0.07238605898123325,0.011606730146990847,train
chanel,0.07166666666666667,0.035,0.0025083333333333338,train
chanel,0.07333333333333333,0.0325,0.0023833333333333332,train
chanel,0.07,0.035,0.0024500000000000004,train
chanel_text,0.041666666666666664,0.0325,0.0013541666666666667,train
chanel_text,0.02666666666666667,0.0875,0.0023333333333333335,train
chanel_text,0.04833333333333333,0.0225,0.0010875,train
chanel_text,0.06166666666666667,0.04,0.002466666666666667,train
chanel_text,0.06333333333333334,0.035,0.002216666666666667,train
chanel_text,0.058333333333333334,0.0375,0.0021874999999999998,train
dexia,0.1475,0.03278688524590164,0.004836065573770492,train
dexia,0.1025,0.05819672131147541,0.005965163934426229,train
dexia,0.06625,0.022950819672131147,0.0015204918032786885,train
supreme,0.9625,0.6197183098591549,0.5964788732394366,train
lego,0.13777777777777778,0.15555555555555556,0.0214320987654321,train
axa,0.12546296296296297,0.17222222222222222,0.021607510288065845,train
nike,0.0775,0.03602726387536514,0.002792112950340798,train
fly_emirates,0.21729957805907174,0.11320754716981132,0.024599952233102462,train
chanel_text,0.2606837606837607,0.04054054054054054,0.01056826056826057,train
cpa_australia,0.1452513966480447,0.04142011834319527,0.006016330038676409,train
milka,0.144,0.12153846153846154,0.01750153846153846,test
hp,0.02626641651031895,0.04747774480712166,0.0012470702200744904,train
williamhill,0.37791932059447986,0.109375,0.041334925690021236,train
williamhill,0.19532908704883228,0.140625,0.02746815286624204,train
yamaha,0.036671368124118475,0.039473684210526314,0.0014475540048994133,train
prada,0.11875,0.05868544600938967,0.0069688967136150234,train
starbucks,0.12630208333333334,0.1025390625,0.012950897216796877,train
ford,0.654,0.3933933933933934,0.2572792792792793,train
benrus,0.12760416666666666,0.022135416666666668,0.0028245713975694445,train
huawei,0.0703125,0.18575063613231552,0.013060591603053435,train
huawei,0.0859375,0.15521628498727735,0.013338899491094148,train
huawei_text,0.215625,0.15267175572519084,0.032919847328244274,train
huawei_text,0.1046875,0.16030534351145037,0.016781965648854962,train
fosters,0.18666666666666668,0.32142857142857145,0.060000000000000005,test
lexus,0.029315960912052116,0.052083333333333336,0.0015268729641693811,train
lexus,0.009120521172638436,0.018229166666666668,0.00016625950054288818,train
lexus,0.03973941368078176,0.0546875,0.0021732491856677524,train
lexus_text,0.11856677524429968,0.0390625,0.004631514657980456,train
heineken_text,0.546875,0.5325520833333334,0.2912394205729167,test
jello,0.08,0.08921933085501858,0.007137546468401487,train
kraft,0.09833333333333333,0.08178438661710037,0.008042131350681537,train
maxwellhouse,0.07166666666666667,0.1412639405204461,0.010123915737298638,train
milka,0.08,0.10037174721189591,0.008029739776951674,train
miraclewhip,0.08166666666666667,0.11895910780669144,0.009714993804213135,train
philadelphia,0.09333333333333334,0.11895910780669144,0.011102850061957869,train
planters,0.115,0.13382899628252787,0.015390334572490706,train
velveeta,0.095,0.08550185873605948,0.00812267657992565,train
aluratek,0.021666666666666667,0.06666666666666667,0.0014444444444444444,train
aluratek_text,0.08333333333333333,0.11666666666666667,0.009722222222222222,train
reebok,0.03333333333333333,0.09897610921501707,0.003299203640500569,train
hm,0.10806451612903226,0.16666666666666666,0.01801075268817204,train
jcrew,0.06612903225806452,0.06182795698924731,0.004088622962192161,train
ford,0.052734375,0.03106508875739645,0.0016381980399408284,train
kraft,0.18083832335329342,0.10983981693363844,0.019863248331711863,train
redbull,0.3120567375886525,0.35224586288416077,0.10992069480073102,train
redbull_text,0.3947990543735225,0.30023640661938533,0.11853304942183772,train
costco,0.1532258064516129,0.025806451612903226,0.003954214360041623,train
ferrari,0.3275,0.726078799249531,0.2377908067542214,train
kia,0.08151093439363817,0.0521978021978022,0.004254691630437157,test
kia,0.08349900596421471,0.07967032967032966,0.006652393332313809,test
kia,0.12524850894632206,0.10714285714285714,0.013419483101391648,test
kia,0.061630218687872766,0.10989010989010989,0.006772551504161842,test
esso,0.14106583072100312,0.1354679802955665,0.01910990317649057,train
esso_text,0.05329153605015674,0.03201970443349754,0.0017063792331330977,train
mobil,0.09717868338557993,0.04926108374384237,0.004787127260373396,train
tigerwash,0.12225705329153605,0.05665024630541872,0.00692589218154022,train
tigerwash,0.047021943573667714,0.03201970443349754,0.0015056287351174393,train
burgerking,0.02375,0.03333333333333333,0.0007916666666666666,train
burgerking,0.0325,0.06333333333333334,0.0020583333333333335,train
burgerking_text,0.17875,0.035,0.0062562500000000005,train
vaio,0.18777777777777777,0.03666666666666667,0.006885185185185185,train
tommyhilfiger,0.043333333333333335,0.03559322033898305,0.0015423728813559322,train
lexus,0.03156146179401993,0.029166666666666667,0.0009205426356589147,train
aldi,0.26171875,0.2900390625,0.07590866088867188,train
shell,0.0725,0.10881801125703565,0.007889305816135084,train
shell_text,0.0575,0.043151969981238276,0.002481238273921201,train
shell_text,0.06375,0.04878048780487805,0.0031097560975609758,train
ferrari,0.11875,0.0920535011801731,0.010931353265145554,train
puma,0.0675,0.03933910306845004,0.0026553894571203778,train
shell,0.14,0.06687647521636507,0.00936270653029111,train
armani,0.11,0.09388335704125178,0.010327169274537695,train
ferrari,0.03125,0.05571847507331378,0.0017412023460410557,test
ibm,0.26571428571428574,0.39111111111111113,0.10392380952380954,train
esso,0.12258064516129032,0.16129032258064516,0.019771071800208116,train
esso_text,0.12150537634408602,0.05806451612903226,0.007055150884495318,train
esso_text,0.024731182795698924,0.016129032258064516,0.0003988900450919181,train
tigerwash,0.09032258064516129,0.05806451612903226,0.005244536940686785,train
hyundai,0.03229166666666667,0.0275,0.0008880208333333334,train
hyundai,0.023958333333333335,0.020833333333333332,0.0004991319444444444,train
hyundai_text,0.06354166666666666,0.019166666666666665,0.0012178819444444442,train
volvo,0.02539298669891173,0.041176470588235294,0.0010455935699551888,train
bacardi,0.13137254901960785,0.07388137356919876,0.009705984370855524,train
chanel,0.371875,0.36863543788187375,0.1370863034623218,train
adidas1,0.04923076923076923,0.02358974358974359,0.0011613412228796845,train
subaru,0.025833333333333333,0.037037037037037035,0.00095679012345679,train
rolex,0.508411214953271,0.5266666666666666,0.26776323987538936,train
heineken_text,0.403030303030303,0.18,0.07254545454545454,train
heineken_text,0.10303030303030303,0.2,0.020606060606060607,train
burgerking,0.08832807570977919,0.13592233009708737,0.012005757863465132,train
burgerking_text,0.722397476340694,0.1262135922330097,0.09117638050901962,train
fedex,0.23907766990291263,0.3828125,0.09152192050970874,test
fedex,0.2111650485436893,0.505859375,0.10681981947815533,test
fedex,0.18689320388349515,0.05078125,0.009490670509708738,test
gucci,0.3166926677067083,0.08177570093457943,0.02589776488255792,train
head,0.2916666666666667,0.25666666666666665,0.07486111111111111,train
stellaartois,0.28894806924101196,0.2763671875,0.07985576522969373,train
porsche,0.498,0.6666666666666666,0.33199999999999996,train
erdinger,0.0380859375,0.05571847507331378,0.0021220903592375365,test
erdinger,0.033203125,0.045454545454545456,0.0015092329545454545,test
erdinger,0.033203125,0.04838709677419355,0.001606602822580645,test
erdinger,0.0439453125,0.07038123167155426,0.0030929252199413493,test
erdinger,0.0419921875,0.060117302052785926,0.0025244570197947213,test
netflix,0.1475,0.095,0.014012499999999999,train
google,0.4765625,0.2507598784194529,0.11950275455927052,train
cocacola,0.07890743550834597,0.03333333333333333,0.002630247850278199,train
cocacola,0.08497723823975721,0.03,0.002549317147192716,train
guinness,0.2158203125,0.20442708333333334,0.044119517008463546,train
volkswagen,0.04133064516129032,0.09448818897637795,0.003905257810515621,test
nike,0.055,0.021684737281067557,0.0011926605504587156,train
ferrari,0.0458984375,0.061197916666666664,0.002808888753255208,train
hyundai,0.07375,0.06166666666666667,0.004547916666666666,train
burgerking,0.034375,0.09316770186335403,0.003202639751552795,train
burgerking_text,0.403125,0.36024844720496896,0.1452251552795031,train
kelloggs,0.23605150214592274,0.08583690987124463,0.02026193151467148,train
kelloggs,0.2575107296137339,0.0944206008583691,0.024314317817605777,train
becks,0.39791937581274384,0.4541015625,0.18069581030559168,train
erdinger,0.5091145833333334,0.4462890625,0.22721227010091147,train
kfc,0.0675,0.14222222222222222,0.009600000000000001,train
ferrari,0.05078125,0.06588579795021962,0.0033457631771595902,train
erdinger,0.19270833333333334,0.15625,0.030110677083333336,train
nvidia,0.0283203125,0.0234375,0.00066375732421875,test
philips,0.03836530442035029,0.024271844660194174,0.0009311967092318032,train
bmw,0.0458984375,0.061197916666666664,0.002808888753255208,train
fedex,0.1435546875,0.09575923392612859,0.013746686901504789,train
fedex,0.0830078125,0.06292749658002736,0.005223473837209302,train
cocacola,0.22777777777777777,0.13005780346820808,0.029624277456647394,train
android,0.14993646759847523,0.43779904306220097,0.06564204203473915,train
head,0.2353846153846154,0.4489795918367347,0.1056828885400314,train
renault,0.36079545454545453,0.5225806451612903,0.18854472140762463,train
aldi,0.271484375,0.26171875,0.07105255126953125,train
aldi,0.068359375,0.11848958333333333,0.008099873860677082,train
aldi,0.0078125,0.045572916666666664,0.0003560384114583333,train
aldi,0.017578125,0.040364583333333336,0.00070953369140625,train
audi,0.025520833333333333,0.016666666666666666,0.0004253472222222222,train
head_text,0.32,0.6376470588235295,0.20404705882352944,train
hp,0.1396484375,0.125,0.0174560546875,train
ferrari,0.25985401459854013,0.2177734375,0.056589302007299266,train
jackinthebox,0.1348148148148148,0.08,0.010785185185185184,train
singha,0.10416666666666667,0.22407407407407406,0.02334104938271605,test
optus,0.4866666666666667,0.13777777777777778,0.06705185185185185,train
apple,0.1083984375,0.20442708333333334,0.022159576416015625,train
starbucks,0.982,0.9819819819819819,0.9643063063063062,train
milka,0.0869140625,0.08203125,0.007129669189453125,train
guinness,0.3932291666666667,0.2021484375,0.07949066162109375,test
drpepper,0.145,0.22063492063492063,0.03199206349206349,train
becks,0.99609375,0.9947916666666666,0.99090576171875,train
head_text,0.074,0.25,0.0185,train
starbucks,0.0732421875,0.09635416666666667,0.00705718994140625,train
caterpillar,0.026875,0.07902163687676388,0.002123706491063029,train
caterpillar,0.026875,0.05644402634054563,0.0015169332079021636,train
caterpillar,0.021875,0.03198494825964252,0.0006996707431796801,train
amcrest,0.029850746268656716,0.03,0.0008955223880597014,train
amcrest_text,0.16417910447761194,0.02,0.003283582089552239,train
toyota_text,0.1588235294117647,0.17765042979942694,0.028215068262261923,train
singha,0.2939453125,0.3803921568627451,0.11181449142156862,train
heineken,0.0517578125,0.046875,0.0024261474609375,train
heineken,0.1103515625,0.2526041666666667,0.027875264485677086,train
target,0.135625,0.23555555555555555,0.03194722222222222,train
target_text,0.600625,0.24666666666666667,0.14815416666666667,train
toyota,0.014375,0.021111111111111112,0.00030347222222222223,train
cartier,0.19148936170212766,0.072,0.01378723404255319,train
kelloggs,0.12666666666666668,0.09968847352024922,0.012627206645898236,train
target,0.0765625,0.20277777777777778,0.015525173611111113,train
target_text,0.63125,0.49166666666666664,0.31036458333333333,train
nivea,0.17027027027027028,0.06072874493927125,0.010340299813984025,train
fly_emirates,0.2057142857142857,0.13856812933025403,0.02850544374793797,train
apple,0.046875,0.10416666666666667,0.0048828125,train
volkswagen,0.030371203599550055,0.09510869565217392,0.0028885655597398153,test
volkswagen,0.020247469066366704,0.05434782608695652,0.0011004059275199296,test
volkswagen,0.015748031496062992,0.043478260869565216,0.0006846970215679561,test
volkswagen,0.01687289088863892,0.04619565217391304,0.0007794541986599501,test
abus,0.11083123425692695,0.0525,0.0058186397984886645,train
corona,0.6600496277915633,0.530446549391069,0.3501210474888942,train
starbucks,0.212890625,0.31137724550898205,0.06628929640718563,train
bmw,0.0458984375,0.06607929515418502,0.003032936398678414,test
starbucks,0.0380859375,0.055989583333333336,0.002132415771484375,train
axa,0.264917695473251,0.3923611111111111,0.10394340134887974,train
axa,0.16383744855967078,0.5104166666666666,0.08362536436899862,train
espn,0.08416666666666667,0.03254437869822485,0.002739151873767258,train
apple,0.0576171875,0.06640625,0.003826141357421875,train
apple,0.048828125,0.0546875,0.0026702880859375,train
cocacola,0.095703125,0.052083333333333336,0.004984537760416667,train
base,0.08125,0.06043956043956044,0.004910714285714286,train
standard_liege,0.04,0.05860805860805861,0.0023443223443223443,train
homedepot,0.044444444444444446,0.03333333333333333,0.0014814814814814816,train
canon,0.050666666666666665,0.4208754208754209,0.02132435465768799,train
cocacola,0.13900709219858157,0.0439453125,0.006108710106382979,test
erdinger,0.25166666666666665,0.14875,0.037435416666666665,train
bmw,0.0283203125,0.046579330422125184,0.001319141193595342,train
athalon,0.021484375,0.03125,0.00067138671875,train
athalon,0.015625,0.034722222222222224,0.0005425347222222222,train
fly_emirates,0.17333333333333334,0.08262108262108261,0.014320987654320987,train
cocacola,0.42890625,0.6597222222222222,0.282958984375,train
chimay,0.4873046875,0.7481031866464339,0.36455418958649466,train
mcdonalds,0.101875,0.13916666666666666,0.014177604166666665,train
mcdonalds,0.0375,0.06666666666666667,0.0025,train
mcdonalds,0.039375,0.06333333333333334,0.0024937500000000003,train
mcdonalds_text,0.17375,0.07166666666666667,0.012452083333333332,train
mcdonalds_text,0.0425,0.013333333333333334,0.0005666666666666667,train
cartier,0.06,0.016329196603527107,0.0009797517962116264,train
cartier,0.05304347826086957,0.043762246897452645,0.002321301791951836,train
cartier,0.05391304347826087,0.045721750489875895,0.0024649987220628743,train
cartier,0.10476190476190476,0.015873015873015872,0.0016628873771730914,train
cocacola,0.08125,0.07333333333333333,0.005958333333333334,train
mcdonalds,0.20375,0.3422222222222222,0.06972777777777776,train
mcdonalds,0.08,0.11333333333333333,0.009066666666666666,train
mcdonalds,0.0325,0.042222222222222223,0.0013722222222222224,train
starbucks,0.30859375,0.48046875,0.1482696533203125,train
philips,0.14166666666666666,0.051111111111111114,0.007240740740740741,train
shell,0.0263671875,0.03515625,0.000926971435546875,train
hm,0.048209366391184574,0.07291666666666667,0.0035152662993572087,train
hm,0.06473829201101929,0.06875,0.004450757575757577,train
hm,0.12258953168044077,0.11458333333333333,0.014046717171717172,train
hm,0.09228650137741047,0.10416666666666667,0.009613177226813591,train
hm,0.01928374655647383,0.07083333333333333,0.0013659320477502296,train
hm,0.01928374655647383,0.05,0.0009641873278236915,train
blizzardentertainment,0.3289036544850498,0.4228571428571429,0.13907925961082107,train
erdinger,0.3388888888888889,0.2625,0.08895833333333335,train
heineken_text,0.75,0.18619791666666666,0.1396484375,train
corona,0.1376953125,0.07048458149779736,0.009705396475770926,train
corona,0.1337890625,0.05286343612334802,0.007072549559471366,train
lamborghini,0.1890625,0.3111111111111111,0.058819444444444445,train
optus,0.255,0.07941176470588235,0.02025,train
hermes,0.30333333333333334,0.2325,0.070525,train
yahoo,0.9230769230769231,0.6615384615384615,0.6106508875739645,train
singha,0.2841796875,0.271484375,0.07715034484863281,train
singha,0.26171875,0.3056640625,0.07999801635742188,train
colgate,0.47639484978540775,0.13304721030042918,0.06338300576544051,train
medibank,0.0732421875,0.043923865300146414,0.0032170799780380675,train
reebok,0.011666666666666667,0.015833333333333335,0.00018472222222222224,train
yonex_text,0.3859375,0.45,0.173671875,train
yonex_text,0.0921875,0.09375,0.008642578125000001,train
medibank,0.9446153846153846,0.36065573770491804,0.3406809583858764,train
hersheys,0.3244444444444444,0.3808630393996248,0.12356889722743382,train
hersheys,0.31444444444444447,0.3883677298311445,0.12212007504690434,train
